county,office,party,candidate,votes
Hardeman,U.S. Senate,REP,John Cornyn,1313
Hardeman,U.S. Senate,LIB,,10
Hardin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3388
Hardin,U.S. Senate,REP,John Cornyn,23516
Hardin,U.S. Senate,LIB,,480
Harris,U.S. Senate,DEM,"Mary ""MJ"" Hegar",854160
Harris,U.S. Senate,REP,John Cornyn,718222
Harris,U.S. Senate,LIB,,42106
Harrison,U.S. Senate,DEM,"Mary ""MJ"" Hegar",7612
Harrison,U.S. Senate,REP,John Cornyn,21231
Harrison,U.S. Senate,LIB,,541
Hartley,U.S. Senate,DEM,"Mary ""MJ"" Hegar",176
Hartley,U.S. Senate,REP,John Cornyn,1859
Hartley,U.S. Senate,LIB,,37
Haskell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",347
Haskell,U.S. Senate,REP,John Cornyn,1808
Haskell,U.S. Senate,LIB,,28
Hays,U.S. Senate,DEM,"Mary ""MJ"" Hegar",55553
Hays,U.S. Senate,REP,John Cornyn,49501
Hays,U.S. Senate,LIB,,3409
Hemphill,U.S. Senate,DEM,"Mary ""MJ"" Hegar",197
Hemphill,U.S. Senate,REP,John Cornyn,1465
Hemphill,U.S. Senate,LIB,,31
Henderson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6672
Henderson,U.S. Senate,REP,John Cornyn,28717
Henderson,U.S. Senate,LIB,,706
Hidalgo,U.S. Senate,DEM,"Mary ""MJ"" Hegar",116962
Hidalgo,U.S. Senate,REP,John Cornyn,84284
Hidalgo,U.S. Senate,LIB,,8191
Hill,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2688
Hill,U.S. Senate,REP,John Cornyn,11845
Hill,U.S. Senate,LIB,,294
Hockley,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1384
Hockley,U.S. Senate,REP,John Cornyn,6449
Hockley,U.S. Senate,LIB,,152
Hood,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5282
Hood,U.S. Senate,REP,John Cornyn,26425
Hood,U.S. Senate,LIB,,700
Hopkins,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2833
Hopkins,U.S. Senate,REP,John Cornyn,12497
Hopkins,U.S. Senate,LIB,,317
Houston,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2230
Houston,U.S. Senate,REP,John Cornyn,6984
Houston,U.S. Senate,LIB,,120
Howard,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1954
Howard,U.S. Senate,REP,John Cornyn,7840
Howard,U.S. Senate,LIB,,237
Hudspeth,U.S. Senate,DEM,"Mary ""MJ"" Hegar",373
Hudspeth,U.S. Senate,REP,John Cornyn,680
Hudspeth,U.S. Senate,LIB,,37
Hunt,U.S. Senate,DEM,"Mary ""MJ"" Hegar",8319
Hunt,U.S. Senate,REP,John Cornyn,28888
Hunt,U.S. Senate,LIB,,851
Hutchinson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",900
Hutchinson,U.S. Senate,REP,John Cornyn,7575
Hutchinson,U.S. Senate,LIB,,214
Irion,U.S. Senate,DEM,"Mary ""MJ"" Hegar",111
Irion,U.S. Senate,REP,John Cornyn,763
Irion,U.S. Senate,LIB,,10
Jack,U.S. Senate,DEM,"Mary ""MJ"" Hegar",319
Jack,U.S. Senate,REP,John Cornyn,3322
Jack,U.S. Senate,LIB,,58
Jackson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1021
Jackson,U.S. Senate,REP,John Cornyn,5167
Jackson,U.S. Senate,LIB,,107
Jasper,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2851
Jasper,U.S. Senate,REP,John Cornyn,12312
Jasper,U.S. Senate,LIB,,222
Jeff Davis,U.S. Senate,DEM,"Mary ""MJ"" Hegar",483
Jeff Davis,U.S. Senate,REP,John Cornyn,767
Jeff Davis,U.S. Senate,LIB,,36
Jefferson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",44112
Jefferson,U.S. Senate,REP,John Cornyn,46928
Jefferson,U.S. Senate,LIB,,1882
Jim Hogg,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1136
Jim Hogg,U.S. Senate,REP,John Cornyn,652
Jim Hogg,U.S. Senate,LIB,,56
Jim Wells,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6025
Jim Wells,U.S. Senate,REP,John Cornyn,6957
Jim Wells,U.S. Senate,LIB,,278
Johnson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",15472
Johnson,U.S. Senate,REP,John Cornyn,54399
Johnson,U.S. Senate,LIB,,1586
Jones,U.S. Senate,DEM,"Mary ""MJ"" Hegar",967
Jones,U.S. Senate,REP,John Cornyn,5546
Jones,U.S. Senate,LIB,,108
Karnes,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1178
Karnes,U.S. Senate,REP,John Cornyn,3833
Karnes,U.S. Senate,LIB,,78
Kaufman,U.S. Senate,DEM,"Mary ""MJ"" Hegar",17507
Kaufman,U.S. Senate,REP,John Cornyn,37649
Kaufman,U.S. Senate,LIB,,1313
Kendall,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5335
Kendall,U.S. Senate,REP,John Cornyn,20584
Kendall,U.S. Senate,LIB,,473
Kenedy,U.S. Senate,DEM,"Mary ""MJ"" Hegar",57
Kenedy,U.S. Senate,REP,John Cornyn,107
Kenedy,U.S. Senate,LIB,,5
Kent,U.S. Senate,DEM,"Mary ""MJ"" Hegar",53
Kent,U.S. Senate,REP,John Cornyn,386
Kent,U.S. Senate,LIB,,6
Kerr,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5946
Kerr,U.S. Senate,REP,John Cornyn,21022
Kerr,U.S. Senate,LIB,,574
Kimble,U.S. Senate,DEM,"Mary ""MJ"" Hegar",254
Kimble,U.S. Senate,REP,John Cornyn,1962
Kimble,U.S. Senate,LIB,,37
King,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5
King,U.S. Senate,REP,John Cornyn,149
Kinney,U.S. Senate,DEM,"Mary ""MJ"" Hegar",395
Kinney,U.S. Senate,REP,John Cornyn,1070
Kinney,U.S. Senate,LIB,,38
Kleberg,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5129
Kleberg,U.S. Senate,REP,John Cornyn,5438
Kleberg,U.S. Senate,LIB,,271
Knox,U.S. Senate,DEM,"Mary ""MJ"" Hegar",263
Knox,U.S. Senate,REP,John Cornyn,1147
Knox,U.S. Senate,LIB,,20
La Salle,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1005
La Salle,U.S. Senate,REP,John Cornyn,1082
La Salle,U.S. Senate,LIB,,59
Lamar,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4295
Lamar,U.S. Senate,REP,John Cornyn,16476
Lamar,U.S. Senate,LIB,,380
Lamb,U.S. Senate,DEM,"Mary ""MJ"" Hegar",802
Lamb,U.S. Senate,REP,John Cornyn,3469
Lamb,U.S. Senate,LIB,,97
Lampasas,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1978
Lampasas,U.S. Senate,REP,John Cornyn,8102
Lampasas,U.S. Senate,LIB,,250
Lavaca,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1305
Lavaca,U.S. Senate,REP,John Cornyn,8599
Lavaca,U.S. Senate,LIB,,132
Lee,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1689
Lee,U.S. Senate,REP,John Cornyn,6211
Lee,U.S. Senate,LIB,,132
Leon,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1028
Leon,U.S. Senate,REP,John Cornyn,7421
Leon,U.S. Senate,LIB,,143
Liberty,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5662
Liberty,U.S. Senate,REP,John Cornyn,22743
Liberty,U.S. Senate,LIB,,604
Limestone,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2112
Limestone,U.S. Senate,REP,John Cornyn,6656
Limestone,U.S. Senate,LIB,,199
Lipscomb,U.S. Senate,DEM,"Mary ""MJ"" Hegar",117
Lipscomb,U.S. Senate,REP,John Cornyn,1181
Lipscomb,U.S. Senate,LIB,,26
Live Oak,U.S. Senate,DEM,"Mary ""MJ"" Hegar",790
Live Oak,U.S. Senate,REP,John Cornyn,4125
Live Oak,U.S. Senate,LIB,,69
Llano,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2331
Llano,U.S. Senate,REP,John Cornyn,10047
Llano,U.S. Senate,LIB,,218
Loving,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5
Loving,U.S. Senate,REP,John Cornyn,58
Loving,U.S. Senate,LIB,,2
Lubbock,U.S. Senate,DEM,"Mary ""MJ"" Hegar",36319
Lubbock,U.S. Senate,REP,John Cornyn,79459
Lubbock,U.S. Senate,LIB,,3720
Lynn,U.S. Senate,DEM,"Mary ""MJ"" Hegar",412
Lynn,U.S. Senate,REP,John Cornyn,1817
Lynn,U.S. Senate,LIB,,35
Madison,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1030
Madison,U.S. Senate,REP,John Cornyn,4118
Madison,U.S. Senate,LIB,,75
Marion,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1276
Marion,U.S. Senate,REP,John Cornyn,3380
Marion,U.S. Senate,LIB,,102
Martin,U.S. Senate,DEM,"Mary ""MJ"" Hegar",263
Martin,U.S. Senate,REP,John Cornyn,1811
Martin,U.S. Senate,LIB,,38
Mason,U.S. Senate,DEM,"Mary ""MJ"" Hegar",443
Mason,U.S. Senate,REP,John Cornyn,1980
Mason,U.S. Senate,LIB,,32
Matagorda,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3551
Matagorda,U.S. Senate,REP,John Cornyn,9647
Matagorda,U.S. Senate,LIB,,284
Maverick,U.S. Senate,DEM,"Mary ""MJ"" Hegar",7950
Maverick,U.S. Senate,REP,John Cornyn,5708
Maverick,U.S. Senate,LIB,,618
McCulloch,U.S. Senate,DEM,"Mary ""MJ"" Hegar",460
McCulloch,U.S. Senate,REP,John Cornyn,2843
McCulloch,U.S. Senate,LIB,,82
McLennan,U.S. Senate,DEM,"Mary ""MJ"" Hegar",33439
McLennan,U.S. Senate,REP,John Cornyn,60036
McLennan,U.S. Senate,LIB,,2651
McMullen,U.S. Senate,DEM,"Mary ""MJ"" Hegar",43
McMullen,U.S. Senate,REP,John Cornyn,454
McMullen,U.S. Senate,LIB,,3
Medina,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6207
Medina,U.S. Senate,REP,John Cornyn,15594
Medina,U.S. Senate,LIB,,409
Menard,U.S. Senate,DEM,"Mary ""MJ"" Hegar",189
Menard,U.S. Senate,REP,John Cornyn,797
Menard,U.S. Senate,LIB,,14
Midland,U.S. Senate,DEM,"Mary ""MJ"" Hegar",11417
Midland,U.S. Senate,REP,John Cornyn,45733
Midland,U.S. Senate,LIB,,1378
Milam,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2382
Milam,U.S. Senate,REP,John Cornyn,7759
Milam,U.S. Senate,LIB,,190
Mills,U.S. Senate,DEM,"Mary ""MJ"" Hegar",252
Mills,U.S. Senate,REP,John Cornyn,2196
Mills,U.S. Senate,LIB,,39
Mitchell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",359
Mitchell,U.S. Senate,REP,John Cornyn,2129
Mitchell,U.S. Senate,LIB,,52
Montague,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1051
Montague,U.S. Senate,REP,John Cornyn,8526
Montague,U.S. Senate,LIB,,182
Montgomery,U.S. Senate,DEM,"Mary ""MJ"" Hegar",68254
Montgomery,U.S. Senate,REP,John Cornyn,194528
Montgomery,U.S. Senate,LIB,,6052
Moore,U.S. Senate,DEM,"Mary ""MJ"" Hegar",999
Moore,U.S. Senate,REP,John Cornyn,4314
Moore,U.S. Senate,LIB,,134
Morris,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1634
Morris,U.S. Senate,REP,John Cornyn,3727
Morris,U.S. Senate,LIB,,87
Motley,U.S. Senate,DEM,"Mary ""MJ"" Hegar",44
Motley,U.S. Senate,REP,John Cornyn,591
Motley,U.S. Senate,LIB,,3
Nacogdoches,U.S. Senate,DEM,"Mary ""MJ"" Hegar",8487
Nacogdoches,U.S. Senate,REP,John Cornyn,17370
Nacogdoches,U.S. Senate,LIB,,639
Navarro,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4821
Navarro,U.S. Senate,REP,John Cornyn,13701
Navarro,U.S. Senate,LIB,,440
Newton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1163
Newton,U.S. Senate,REP,John Cornyn,4784
Newton,U.S. Senate,LIB,,70
Nolan,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1077
Nolan,U.S. Senate,REP,John Cornyn,4102
Nolan,U.S. Senate,LIB,,102
Nueces,U.S. Senate,DEM,"Mary ""MJ"" Hegar",57180
Nueces,U.S. Senate,REP,John Cornyn,64558
Nueces,U.S. Senate,LIB,,3561
Ochiltree,U.S. Senate,DEM,"Mary ""MJ"" Hegar",278
Ochiltree,U.S. Senate,REP,John Cornyn,2783
Ochiltree,U.S. Senate,LIB,,44
Oldham,U.S. Senate,DEM,"Mary ""MJ"" Hegar",74
Oldham,U.S. Senate,REP,John Cornyn,908
Oldham,U.S. Senate,LIB,,14
Orange,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6249
Orange,U.S. Senate,REP,John Cornyn,28720
Orange,U.S. Senate,LIB,,712
Palo Pinto,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2028
Palo Pinto,U.S. Senate,REP,John Cornyn,9999
Palo Pinto,U.S. Senate,LIB,,301
Panola,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2015
Panola,U.S. Senate,REP,John Cornyn,9145
Panola,U.S. Senate,LIB,,139
Parker,U.S. Senate,DEM,"Mary ""MJ"" Hegar",11919
Parker,U.S. Senate,REP,John Cornyn,61705
Parker,U.S. Senate,LIB,,1893
Parmer,U.S. Senate,DEM,"Mary ""MJ"" Hegar",454
Parmer,U.S. Senate,REP,John Cornyn,2132
Parmer,U.S. Senate,LIB,,41
Pecos,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1376
Pecos,U.S. Senate,REP,John Cornyn,3081
Pecos,U.S. Senate,LIB,,111
Polk,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5237
Polk,U.S. Senate,REP,John Cornyn,17735
Polk,U.S. Senate,LIB,,559
Potter,U.S. Senate,DEM,"Mary ""MJ"" Hegar",9168
Potter,U.S. Senate,REP,John Cornyn,22683
Potter,U.S. Senate,LIB,,985
Presidio,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1374
Presidio,U.S. Senate,REP,John Cornyn,651
Presidio,U.S. Senate,LIB,,66
Rains,U.S. Senate,DEM,"Mary ""MJ"" Hegar",789
Rains,U.S. Senate,REP,John Cornyn,5060
Rains,U.S. Senate,LIB,,107
Randall,U.S. Senate,DEM,"Mary ""MJ"" Hegar",11618
Randall,U.S. Senate,REP,John Cornyn,51116
Randall,U.S. Senate,LIB,,1582
Reagan,U.S. Senate,DEM,"Mary ""MJ"" Hegar",154
Reagan,U.S. Senate,REP,John Cornyn,893
Reagan,U.S. Senate,LIB,,22
Real,U.S. Senate,DEM,"Mary ""MJ"" Hegar",286
Real,U.S. Senate,REP,John Cornyn,1626
Real,U.S. Senate,LIB,,27
Red River,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1191
Red River,U.S. Senate,REP,John Cornyn,4452
Red River,U.S. Senate,LIB,,89
Reeves,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1337
Reeves,U.S. Senate,REP,John Cornyn,1983
Reeves,U.S. Senate,LIB,,116
Refugio,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1023
Refugio,U.S. Senate,REP,John Cornyn,2073
Refugio,U.S. Senate,LIB,,76
Roberts,U.S. Senate,DEM,"Mary ""MJ"" Hegar",15
Roberts,U.S. Senate,REP,John Cornyn,526
Roberts,U.S. Senate,LIB,,4
Robertson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2244
Robertson,U.S. Senate,REP,John Cornyn,5590
Robertson,U.S. Senate,LIB,,154
Rockwall,U.S. Senate,DEM,"Mary ""MJ"" Hegar",15024
Rockwall,U.S. Senate,REP,John Cornyn,37586
Rockwall,U.S. Senate,LIB,,1194
Runnels,U.S. Senate,DEM,"Mary ""MJ"" Hegar",515
Runnels,U.S. Senate,REP,John Cornyn,3722
Runnels,U.S. Senate,LIB,,91
Rusk,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4455
Rusk,U.S. Senate,REP,John Cornyn,16367
Rusk,U.S. Senate,LIB,,355
Sabine,U.S. Senate,DEM,"Mary ""MJ"" Hegar",688
Sabine,U.S. Senate,REP,John Cornyn,4678
Sabine,U.S. Senate,LIB,,69
San Augustine,U.S. Senate,DEM,"Mary ""MJ"" Hegar",928
San Augustine,U.S. Senate,REP,John Cornyn,2898
San Augustine,U.S. Senate,LIB,,51
San Jacinto,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2268
San Jacinto,U.S. Senate,REP,John Cornyn,9808
San Jacinto,U.S. Senate,LIB,,287
San Patricio,U.S. Senate,DEM,"Mary ""MJ"" Hegar",8494
San Patricio,U.S. Senate,REP,John Cornyn,16174
San Patricio,U.S. Senate,LIB,,648
San Saba,U.S. Senate,DEM,"Mary ""MJ"" Hegar",270
San Saba,U.S. Senate,REP,John Cornyn,2218
San Saba,U.S. Senate,LIB,,12
Schleicher,U.S. Senate,DEM,"Mary ""MJ"" Hegar",191
Schleicher,U.S. Senate,REP,John Cornyn,927
Schleicher,U.S. Senate,LIB,,14
Scurry,U.S. Senate,DEM,"Mary ""MJ"" Hegar",805
Scurry,U.S. Senate,REP,John Cornyn,4870
Scurry,U.S. Senate,LIB,,121
Shackelford,U.S. Senate,DEM,"Mary ""MJ"" Hegar",115
Shackelford,U.S. Senate,REP,John Cornyn,1475
Shackelford,U.S. Senate,LIB,,17
Shelby,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2022
Shelby,U.S. Senate,REP,John Cornyn,7868
Shelby,U.S. Senate,LIB,,102
Sherman,U.S. Senate,DEM,"Mary ""MJ"" Hegar",88
Sherman,U.S. Senate,REP,John Cornyn,889
Sherman,U.S. Senate,LIB,,9
Smith,U.S. Senate,DEM,"Mary ""MJ"" Hegar",28385
Smith,U.S. Senate,REP,John Cornyn,69574
Smith,U.S. Senate,LIB,,1927
Somervell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",712
Somervell,U.S. Senate,REP,John Cornyn,4103
Somervell,U.S. Senate,LIB,,105
Starr,U.S. Senate,DEM,"Mary ""MJ"" Hegar",8178
Starr,U.S. Senate,REP,John Cornyn,5851
Starr,U.S. Senate,LIB,,745
Stephens,U.S. Senate,DEM,"Mary ""MJ"" Hegar",374
Stephens,U.S. Senate,REP,John Cornyn,3312
Stephens,U.S. Senate,LIB,,49
Sterling,U.S. Senate,DEM,"Mary ""MJ"" Hegar",47
Sterling,U.S. Senate,REP,John Cornyn,567
Sterling,U.S. Senate,LIB,,7
Stonewall,U.S. Senate,DEM,"Mary ""MJ"" Hegar",122
Stonewall,U.S. Senate,REP,John Cornyn,586
Stonewall,U.S. Senate,LIB,,6
Sutton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",305
Sutton,U.S. Senate,REP,John Cornyn,1204
Sutton,U.S. Senate,LIB,,20
Swisher,U.S. Senate,DEM,"Mary ""MJ"" Hegar",464
Swisher,U.S. Senate,REP,John Cornyn,1795
Swisher,U.S. Senate,LIB,,59
Tarrant,U.S. Senate,DEM,"Mary ""MJ"" Hegar",382529
Tarrant,U.S. Senate,REP,John Cornyn,423362
Tarrant,U.S. Senate,LIB,,22579
Taylor,U.S. Senate,DEM,"Mary ""MJ"" Hegar",13074
Taylor,U.S. Senate,REP,John Cornyn,39887
Taylor,U.S. Senate,LIB,,1518
Terrell,U.S. Senate,DEM,"Mary ""MJ"" Hegar",116
Terrell,U.S. Senate,REP,John Cornyn,324
Terrell,U.S. Senate,LIB,,8
Terry,U.S. Senate,DEM,"Mary ""MJ"" Hegar",714
Terry,U.S. Senate,REP,John Cornyn,2731
Terry,U.S. Senate,LIB,,79
Throckmorton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",76
Throckmorton,U.S. Senate,REP,John Cornyn,788
Throckmorton,U.S. Senate,LIB,,10
Titus,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2748
Titus,U.S. Senate,REP,John Cornyn,7426
Titus,U.S. Senate,LIB,,202
Tom Green,U.S. Senate,DEM,"Mary ""MJ"" Hegar",11371
Tom Green,U.S. Senate,REP,John Cornyn,32340
Tom Green,U.S. Senate,LIB,,1110
Travis,U.S. Senate,DEM,"Mary ""MJ"" Hegar",408620
Travis,U.S. Senate,REP,John Cornyn,175919
Travis,U.S. Senate,LIB,,16198
Trinity,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1258
Trinity,U.S. Senate,REP,John Cornyn,5445
Trinity,U.S. Senate,LIB,,109
Tyler,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1400
Tyler,U.S. Senate,REP,John Cornyn,7916
Tyler,U.S. Senate,LIB,,207
Upshur,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2804
Upshur,U.S. Senate,REP,John Cornyn,15470
Upshur,U.S. Senate,LIB,,375
Upton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",159
Upton,U.S. Senate,REP,John Cornyn,1139
Upton,U.S. Senate,LIB,,29
Uvalde,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3821
Uvalde,U.S. Senate,REP,John Cornyn,5968
Uvalde,U.S. Senate,LIB,,291
Val Verde,U.S. Senate,DEM,"Mary ""MJ"" Hegar",6430
Val Verde,U.S. Senate,REP,John Cornyn,8102
Val Verde,U.S. Senate,LIB,,422
Van Zandt,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3374
Van Zandt,U.S. Senate,REP,John Cornyn,22010
Van Zandt,U.S. Senate,LIB,,389
Victoria,U.S. Senate,DEM,"Mary ""MJ"" Hegar",9834
Victoria,U.S. Senate,REP,John Cornyn,23144
Victoria,U.S. Senate,LIB,,696
Walker,U.S. Senate,DEM,"Mary ""MJ"" Hegar",7414
Walker,U.S. Senate,REP,John Cornyn,15480
Walker,U.S. Senate,LIB,,582
Waller,U.S. Senate,DEM,"Mary ""MJ"" Hegar",7729
Waller,U.S. Senate,REP,John Cornyn,14229
Waller,U.S. Senate,LIB,,514
Ward,U.S. Senate,DEM,"Mary ""MJ"" Hegar",725
Ward,U.S. Senate,REP,John Cornyn,3138
Ward,U.S. Senate,LIB,,77
Washington,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4017
Washington,U.S. Senate,REP,John Cornyn,12988
Washington,U.S. Senate,LIB,,274
Webb,U.S. Senate,DEM,"Mary ""MJ"" Hegar",40845
Webb,U.S. Senate,REP,John Cornyn,23159
Webb,U.S. Senate,LIB,,2350
Wharton,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4513
Wharton,U.S. Senate,REP,John Cornyn,11832
Wharton,U.S. Senate,LIB,,274
Wheeler,U.S. Senate,DEM,"Mary ""MJ"" Hegar",165
Wheeler,U.S. Senate,REP,John Cornyn,2079
Wheeler,U.S. Senate,LIB,,37
Wichita,U.S. Senate,DEM,"Mary ""MJ"" Hegar",12399
Wichita,U.S. Senate,REP,John Cornyn,31626
Wichita,U.S. Senate,LIB,,1256
Wilbarger,U.S. Senate,DEM,"Mary ""MJ"" Hegar",874
Wilbarger,U.S. Senate,REP,John Cornyn,3473
Wilbarger,U.S. Senate,LIB,,72
Willacy,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2968
Willacy,U.S. Senate,REP,John Cornyn,2183
Willacy,U.S. Senate,LIB,,140
Williamson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",133737
Williamson,U.S. Senate,REP,John Cornyn,142372
Williamson,U.S. Senate,LIB,,7614
Wilson,U.S. Senate,DEM,"Mary ""MJ"" Hegar",5943
Wilson,U.S. Senate,REP,John Cornyn,18327
Wilson,U.S. Senate,LIB,,427
Winkler,U.S. Senate,DEM,"Mary ""MJ"" Hegar",338
Winkler,U.S. Senate,REP,John Cornyn,1714
Winkler,U.S. Senate,LIB,,42
Wise,U.S. Senate,DEM,"Mary ""MJ"" Hegar",4644
Wise,U.S. Senate,REP,John Cornyn,26630
Wise,U.S. Senate,LIB,,725
Wood,U.S. Senate,DEM,"Mary ""MJ"" Hegar",3318
Wood,U.S. Senate,REP,John Cornyn,18757
Wood,U.S. Senate,LIB,,393
Yoakum,U.S. Senate,DEM,"Mary ""MJ"" Hegar",387
Yoakum,U.S. Senate,REP,John Cornyn,2153
Yoakum,U.S. Senate,LIB,,59
Young,U.S. Senate,DEM,"Mary ""MJ"" Hegar",967
Young,U.S. Senate,REP,John Cornyn,6996
Young,U.S. Senate,LIB,,146
Zapata,U.S. Senate,DEM,"Mary ""MJ"" Hegar",1821
Zapata,U.S. Senate,REP,John Cornyn,1454
Zapata,U.S. Senate,LIB,,102
Zavala,U.S. Senate,DEM,"Mary ""MJ"" Hegar",2633
Zavala,U.S. Senate,REP,John Cornyn,1232
Zavala,U.S. Senate,LIB,,129
